updated_at_utc;source_csv;total_codigos_lidos;cadastro_rows;construtivos_resumo_rows;construtivos_intervalos_rows;geologia_formacao_rows;geologia_litologia_rows;hidrogeologia_rows;teste_bombeamento_rows;analises_resumo_rows;analises_parametros_rows;imagens_rows;erros_rows
2026-04-10T17:31:20.911068+00:00;data/db/pocos_db.csv;630;1260;1260;1975;0;0;630;630;1260;0;630;0
