codigo_ponto;url_detalhe;imagem_origem_url;imagem_local;html_local;updated_at_utc
2900031108;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031108;;;data/raw/html_pocos/2900031108.html;2026-04-10T17:27:51.115935+00:00
2900031109;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031109;;;data/raw/html_pocos/2900031109.html;2026-04-10T17:27:51.506113+00:00
2900031110;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031110;;;data/raw/html_pocos/2900031110.html;2026-04-10T17:27:51.920532+00:00
2900031111;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031111;;;data/raw/html_pocos/2900031111.html;2026-04-10T17:27:52.323831+00:00
2900031112;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031112;;;data/raw/html_pocos/2900031112.html;2026-04-10T17:27:52.726058+00:00
2900031768;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031768;;;data/raw/html_pocos/2900031768.html;2026-04-10T17:27:53.129096+00:00
2900031769;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031769;;;data/raw/html_pocos/2900031769.html;2026-04-10T17:27:53.536692+00:00
2900031770;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031770;;;data/raw/html_pocos/2900031770.html;2026-04-10T17:27:53.933140+00:00
2900031771;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031771;;;data/raw/html_pocos/2900031771.html;2026-04-10T17:27:54.329241+00:00
2900031772;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031772;;;data/raw/html_pocos/2900031772.html;2026-04-10T17:27:54.728860+00:00
2900032223;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032223;;;data/raw/html_pocos/2900032223.html;2026-04-10T17:27:55.122154+00:00
2900032634;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032634;;;data/raw/html_pocos/2900032634.html;2026-04-10T17:27:55.515500+00:00
2900032638;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032638;;;data/raw/html_pocos/2900032638.html;2026-04-10T17:27:55.943780+00:00
2900032639;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032639;;;data/raw/html_pocos/2900032639.html;2026-04-10T17:27:56.333812+00:00
2900033733;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033733;;;data/raw/html_pocos/2900033733.html;2026-04-10T17:27:56.723833+00:00
2900033942;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033942;;;data/raw/html_pocos/2900033942.html;2026-04-10T17:27:57.123725+00:00
2900033943;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033943;;;data/raw/html_pocos/2900033943.html;2026-04-10T17:27:57.523588+00:00
2900033944;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033944;;;data/raw/html_pocos/2900033944.html;2026-04-10T17:27:57.918245+00:00
2900033945;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033945;;;data/raw/html_pocos/2900033945.html;2026-04-10T17:27:58.314063+00:00
2900033946;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033946;;;data/raw/html_pocos/2900033946.html;2026-04-10T17:27:58.710631+00:00
2900033947;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033947;;;data/raw/html_pocos/2900033947.html;2026-04-10T17:27:59.108089+00:00
2900033948;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033948;;;data/raw/html_pocos/2900033948.html;2026-04-10T17:27:59.508707+00:00
2900034848;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034848;;;data/raw/html_pocos/2900034848.html;2026-04-10T17:27:59.909997+00:00
2900034849;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034849;;;data/raw/html_pocos/2900034849.html;2026-04-10T17:28:00.312866+00:00
2900035630;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035630;;;data/raw/html_pocos/2900035630.html;2026-04-10T17:28:00.704831+00:00
2900035631;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035631;;;data/raw/html_pocos/2900035631.html;2026-04-10T17:28:01.117593+00:00
2900035679;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035679;;;data/raw/html_pocos/2900035679.html;2026-04-10T17:28:01.527104+00:00
2900035680;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035680;;;data/raw/html_pocos/2900035680.html;2026-04-10T17:28:01.933858+00:00
2900001170;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001170;;;data/raw/html_pocos/2900001170.html;2026-04-10T17:28:02.332337+00:00
2900001523;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001523;;;data/raw/html_pocos/2900001523.html;2026-04-10T17:28:02.744217+00:00
2900005856;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900005856;;;data/raw/html_pocos/2900005856.html;2026-04-10T17:28:03.148147+00:00
2900006112;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006112;;;data/raw/html_pocos/2900006112.html;2026-04-10T17:28:03.545369+00:00
2900007563;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007563;;;data/raw/html_pocos/2900007563.html;2026-04-10T17:28:03.941235+00:00
2900007564;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007564;;;data/raw/html_pocos/2900007564.html;2026-04-10T17:28:04.339419+00:00
2900007565;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007565;;;data/raw/html_pocos/2900007565.html;2026-04-10T17:28:04.737776+00:00
2900007566;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007566;;;data/raw/html_pocos/2900007566.html;2026-04-10T17:28:05.172836+00:00
2900007567;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007567;;;data/raw/html_pocos/2900007567.html;2026-04-10T17:28:05.575852+00:00
2900007568;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007568;;;data/raw/html_pocos/2900007568.html;2026-04-10T17:28:05.980201+00:00
2900007569;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007569;;;data/raw/html_pocos/2900007569.html;2026-04-10T17:28:06.381490+00:00
2900007570;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007570;;;data/raw/html_pocos/2900007570.html;2026-04-10T17:28:06.778296+00:00
2900007571;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007571;;;data/raw/html_pocos/2900007571.html;2026-04-10T17:28:07.177501+00:00
2900007572;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007572;;;data/raw/html_pocos/2900007572.html;2026-04-10T17:28:07.578741+00:00
2900007573;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007573;;;data/raw/html_pocos/2900007573.html;2026-04-10T17:28:07.979255+00:00
2900007574;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007574;;;data/raw/html_pocos/2900007574.html;2026-04-10T17:28:08.380052+00:00
2900007575;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007575;;;data/raw/html_pocos/2900007575.html;2026-04-10T17:28:08.785273+00:00
2900007576;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007576;;;data/raw/html_pocos/2900007576.html;2026-04-10T17:28:09.185349+00:00
2900007577;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007577;;;data/raw/html_pocos/2900007577.html;2026-04-10T17:28:09.591571+00:00
2900007578;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007578;;;data/raw/html_pocos/2900007578.html;2026-04-10T17:28:09.988682+00:00
2900007579;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007579;;;data/raw/html_pocos/2900007579.html;2026-04-10T17:28:10.387464+00:00
2900007580;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007580;;;data/raw/html_pocos/2900007580.html;2026-04-10T17:28:10.784138+00:00
2900007581;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007581;;;data/raw/html_pocos/2900007581.html;2026-04-10T17:28:11.181391+00:00
2900007582;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007582;;;data/raw/html_pocos/2900007582.html;2026-04-10T17:28:11.582798+00:00
2900007583;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007583;;;data/raw/html_pocos/2900007583.html;2026-04-10T17:28:11.985574+00:00
2900007584;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007584;;;data/raw/html_pocos/2900007584.html;2026-04-10T17:28:12.382510+00:00
2900007585;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007585;;;data/raw/html_pocos/2900007585.html;2026-04-10T17:28:12.780397+00:00
2900007586;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007586;;;data/raw/html_pocos/2900007586.html;2026-04-10T17:28:13.178501+00:00
2900007587;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007587;;;data/raw/html_pocos/2900007587.html;2026-04-10T17:28:13.615426+00:00
2900007588;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007588;;;data/raw/html_pocos/2900007588.html;2026-04-10T17:28:14.011071+00:00
2900007589;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007589;;;data/raw/html_pocos/2900007589.html;2026-04-10T17:28:14.409458+00:00
2900007590;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007590;;;data/raw/html_pocos/2900007590.html;2026-04-10T17:28:14.811498+00:00
2900007591;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007591;;;data/raw/html_pocos/2900007591.html;2026-04-10T17:28:15.218817+00:00
2900007592;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007592;;;data/raw/html_pocos/2900007592.html;2026-04-10T17:28:15.612690+00:00
2900007593;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007593;;;data/raw/html_pocos/2900007593.html;2026-04-10T17:28:16.016796+00:00
