codigo_ponto;perfuracao__data;perfuracao__profundidade_final_m;perfuracao__metodo;boca_do_tubo__data;boca_do_tubo__diametro_pol;profundidade_util__data;url_detalhe;html_local;imagem_origem_url;imagem_local;updated_at_utc
2900031246;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031246;data/raw/html_pocos/2900031246.html;;;2026-04-10T17:29:09.689893+00:00
2900031247;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031247;data/raw/html_pocos/2900031247.html;;;2026-04-10T17:29:10.079195+00:00
2900031247;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031247;data/raw/html_pocos/2900031247.html;;;2026-04-10T17:29:10.079195+00:00
2900031248;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031248;data/raw/html_pocos/2900031248.html;;;2026-04-10T17:29:10.464919+00:00
2900031248;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031248;data/raw/html_pocos/2900031248.html;;;2026-04-10T17:29:10.464919+00:00
2900031249;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031249;data/raw/html_pocos/2900031249.html;;;2026-04-10T17:29:10.850136+00:00
2900031249;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031249;data/raw/html_pocos/2900031249.html;;;2026-04-10T17:29:10.850136+00:00
2900031250;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031250;data/raw/html_pocos/2900031250.html;;;2026-04-10T17:29:11.244108+00:00
2900031250;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031250;data/raw/html_pocos/2900031250.html;;;2026-04-10T17:29:11.244108+00:00
2900031251;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031251;data/raw/html_pocos/2900031251.html;;;2026-04-10T17:29:11.637275+00:00
2900031251;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031251;data/raw/html_pocos/2900031251.html;;;2026-04-10T17:29:11.637275+00:00
2900031252;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031252;data/raw/html_pocos/2900031252.html;;;2026-04-10T17:29:12.031398+00:00
2900031252;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031252;data/raw/html_pocos/2900031252.html;;;2026-04-10T17:29:12.031398+00:00
2900031253;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031253;data/raw/html_pocos/2900031253.html;;;2026-04-10T17:29:12.428497+00:00
2900031253;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031253;data/raw/html_pocos/2900031253.html;;;2026-04-10T17:29:12.428497+00:00
2900031254;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031254;data/raw/html_pocos/2900031254.html;;;2026-04-10T17:29:12.816383+00:00
2900031254;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900031254;data/raw/html_pocos/2900031254.html;;;2026-04-10T17:29:12.816383+00:00
2900001172;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001172;data/raw/html_pocos/2900001172.html;;;2026-04-10T17:29:13.208367+00:00
2900001172;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001172;data/raw/html_pocos/2900001172.html;;;2026-04-10T17:29:13.208367+00:00
2900006638;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006638;data/raw/html_pocos/2900006638.html;;;2026-04-10T17:29:13.607675+00:00
2900006638;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006638;data/raw/html_pocos/2900006638.html;;;2026-04-10T17:29:13.607675+00:00
2900006639;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006639;data/raw/html_pocos/2900006639.html;;;2026-04-10T17:29:14.005423+00:00
2900006639;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006639;data/raw/html_pocos/2900006639.html;;;2026-04-10T17:29:14.005423+00:00
2900006640;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006640;data/raw/html_pocos/2900006640.html;;;2026-04-10T17:29:14.407974+00:00
2900006640;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006640;data/raw/html_pocos/2900006640.html;;;2026-04-10T17:29:14.407974+00:00
2900006641;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006641;data/raw/html_pocos/2900006641.html;;;2026-04-10T17:29:14.806068+00:00
2900006641;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006641;data/raw/html_pocos/2900006641.html;;;2026-04-10T17:29:14.806068+00:00
2900006642;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006642;data/raw/html_pocos/2900006642.html;;;2026-04-10T17:29:15.242022+00:00
2900006642;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006642;data/raw/html_pocos/2900006642.html;;;2026-04-10T17:29:15.242022+00:00
2900006643;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006643;data/raw/html_pocos/2900006643.html;;;2026-04-10T17:29:15.644493+00:00
2900006643;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006643;data/raw/html_pocos/2900006643.html;;;2026-04-10T17:29:15.644493+00:00
2900006644;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006644;data/raw/html_pocos/2900006644.html;;;2026-04-10T17:29:16.045030+00:00
2900006644;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006644;data/raw/html_pocos/2900006644.html;;;2026-04-10T17:29:16.045030+00:00
2900006645;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006645;data/raw/html_pocos/2900006645.html;;;2026-04-10T17:29:16.461031+00:00
2900006645;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006645;data/raw/html_pocos/2900006645.html;;;2026-04-10T17:29:16.461031+00:00
2900006646;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006646;data/raw/html_pocos/2900006646.html;;;2026-04-10T17:29:16.858909+00:00
2900006646;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006646;data/raw/html_pocos/2900006646.html;;;2026-04-10T17:29:16.858909+00:00
2900006647;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006647;data/raw/html_pocos/2900006647.html;;;2026-04-10T17:29:17.254549+00:00
2900006647;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006647;data/raw/html_pocos/2900006647.html;;;2026-04-10T17:29:17.254549+00:00
2900006648;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006648;data/raw/html_pocos/2900006648.html;;;2026-04-10T17:29:17.657185+00:00
2900006648;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006648;data/raw/html_pocos/2900006648.html;;;2026-04-10T17:29:17.657185+00:00
2900006649;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006649;data/raw/html_pocos/2900006649.html;;;2026-04-10T17:29:18.058663+00:00
2900006649;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006649;data/raw/html_pocos/2900006649.html;;;2026-04-10T17:29:18.058663+00:00
2900006650;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006650;data/raw/html_pocos/2900006650.html;;;2026-04-10T17:29:18.458350+00:00
2900006650;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006650;data/raw/html_pocos/2900006650.html;;;2026-04-10T17:29:18.458350+00:00
2900006651;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006651;data/raw/html_pocos/2900006651.html;;;2026-04-10T17:29:18.853514+00:00
2900006651;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006651;data/raw/html_pocos/2900006651.html;;;2026-04-10T17:29:18.853514+00:00
2900006652;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006652;data/raw/html_pocos/2900006652.html;;;2026-04-10T17:29:19.250745+00:00
2900006652;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006652;data/raw/html_pocos/2900006652.html;;;2026-04-10T17:29:19.250745+00:00
2900006653;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006653;data/raw/html_pocos/2900006653.html;;;2026-04-10T17:29:19.649270+00:00
2900006653;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006653;data/raw/html_pocos/2900006653.html;;;2026-04-10T17:29:19.649270+00:00
2900006654;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006654;data/raw/html_pocos/2900006654.html;;;2026-04-10T17:29:20.047022+00:00
2900006654;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006654;data/raw/html_pocos/2900006654.html;;;2026-04-10T17:29:20.047022+00:00
2900006655;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006655;data/raw/html_pocos/2900006655.html;;;2026-04-10T17:29:20.444804+00:00
2900006655;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006655;data/raw/html_pocos/2900006655.html;;;2026-04-10T17:29:20.444804+00:00
2900006656;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006656;data/raw/html_pocos/2900006656.html;;;2026-04-10T17:29:20.840520+00:00
2900006656;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006656;data/raw/html_pocos/2900006656.html;;;2026-04-10T17:29:20.840520+00:00
2900006657;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006657;data/raw/html_pocos/2900006657.html;;;2026-04-10T17:29:21.235905+00:00
2900006657;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006657;data/raw/html_pocos/2900006657.html;;;2026-04-10T17:29:21.235905+00:00
2900006658;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006658;data/raw/html_pocos/2900006658.html;;;2026-04-10T17:29:21.634570+00:00
2900006658;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006658;data/raw/html_pocos/2900006658.html;;;2026-04-10T17:29:21.634570+00:00
2900006659;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006659;data/raw/html_pocos/2900006659.html;;;2026-04-10T17:29:22.029280+00:00
2900006659;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006659;data/raw/html_pocos/2900006659.html;;;2026-04-10T17:29:22.029280+00:00
2900006660;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006660;data/raw/html_pocos/2900006660.html;;;2026-04-10T17:29:22.427338+00:00
2900006660;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006660;data/raw/html_pocos/2900006660.html;;;2026-04-10T17:29:22.427338+00:00
2900006661;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006661;data/raw/html_pocos/2900006661.html;;;2026-04-10T17:29:22.825058+00:00
2900006661;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006661;data/raw/html_pocos/2900006661.html;;;2026-04-10T17:29:22.825058+00:00
2900006662;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006662;data/raw/html_pocos/2900006662.html;;;2026-04-10T17:29:23.224295+00:00
2900006662;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006662;data/raw/html_pocos/2900006662.html;;;2026-04-10T17:29:23.224295+00:00
2900006663;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006663;data/raw/html_pocos/2900006663.html;;;2026-04-10T17:29:23.622571+00:00
2900006663;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006663;data/raw/html_pocos/2900006663.html;;;2026-04-10T17:29:23.622571+00:00
2900006664;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006664;data/raw/html_pocos/2900006664.html;;;2026-04-10T17:29:24.061309+00:00
2900006664;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006664;data/raw/html_pocos/2900006664.html;;;2026-04-10T17:29:24.061309+00:00
2900006665;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006665;data/raw/html_pocos/2900006665.html;;;2026-04-10T17:29:24.460498+00:00
2900006665;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006665;data/raw/html_pocos/2900006665.html;;;2026-04-10T17:29:24.460498+00:00
2900006666;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006666;data/raw/html_pocos/2900006666.html;;;2026-04-10T17:29:24.859694+00:00
2900006666;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006666;data/raw/html_pocos/2900006666.html;;;2026-04-10T17:29:24.859694+00:00
2900006667;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006667;data/raw/html_pocos/2900006667.html;;;2026-04-10T17:29:25.264333+00:00
2900006667;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006667;data/raw/html_pocos/2900006667.html;;;2026-04-10T17:29:25.264333+00:00
2900006668;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006668;data/raw/html_pocos/2900006668.html;;;2026-04-10T17:29:25.664183+00:00
2900006668;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006668;data/raw/html_pocos/2900006668.html;;;2026-04-10T17:29:25.664183+00:00
2900006669;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006669;data/raw/html_pocos/2900006669.html;;;2026-04-10T17:29:26.072446+00:00
2900006669;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006669;data/raw/html_pocos/2900006669.html;;;2026-04-10T17:29:26.072446+00:00
2900006670;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006670;data/raw/html_pocos/2900006670.html;;;2026-04-10T17:29:26.474778+00:00
2900006670;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006670;data/raw/html_pocos/2900006670.html;;;2026-04-10T17:29:26.474778+00:00
2900006671;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006671;data/raw/html_pocos/2900006671.html;;;2026-04-10T17:29:26.870905+00:00
2900006671;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006671;data/raw/html_pocos/2900006671.html;;;2026-04-10T17:29:26.870905+00:00
2900006672;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006672;data/raw/html_pocos/2900006672.html;;;2026-04-10T17:29:27.265081+00:00
2900006672;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006672;data/raw/html_pocos/2900006672.html;;;2026-04-10T17:29:27.265081+00:00
2900006673;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006673;data/raw/html_pocos/2900006673.html;;;2026-04-10T17:29:27.661921+00:00
2900006673;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006673;data/raw/html_pocos/2900006673.html;;;2026-04-10T17:29:27.661921+00:00
2900006674;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006674;data/raw/html_pocos/2900006674.html;;;2026-04-10T17:29:28.061550+00:00
2900006674;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006674;data/raw/html_pocos/2900006674.html;;;2026-04-10T17:29:28.061550+00:00
2900006675;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006675;data/raw/html_pocos/2900006675.html;;;2026-04-10T17:29:28.458238+00:00
2900006675;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006675;data/raw/html_pocos/2900006675.html;;;2026-04-10T17:29:28.458238+00:00
2900006676;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006676;data/raw/html_pocos/2900006676.html;;;2026-04-10T17:29:28.853918+00:00
2900006676;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006676;data/raw/html_pocos/2900006676.html;;;2026-04-10T17:29:28.853918+00:00
2900006677;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006677;data/raw/html_pocos/2900006677.html;;;2026-04-10T17:29:29.250742+00:00
2900006677;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006677;data/raw/html_pocos/2900006677.html;;;2026-04-10T17:29:29.250742+00:00
2900006678;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006678;data/raw/html_pocos/2900006678.html;;;2026-04-10T17:29:29.647370+00:00
2900006678;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006678;data/raw/html_pocos/2900006678.html;;;2026-04-10T17:29:29.647370+00:00
2900006679;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006679;data/raw/html_pocos/2900006679.html;;;2026-04-10T17:29:30.048902+00:00
2900006679;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006679;data/raw/html_pocos/2900006679.html;;;2026-04-10T17:29:30.048902+00:00
2900006680;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006680;data/raw/html_pocos/2900006680.html;;;2026-04-10T17:29:30.445041+00:00
2900006680;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006680;data/raw/html_pocos/2900006680.html;;;2026-04-10T17:29:30.445041+00:00
2900006681;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006681;data/raw/html_pocos/2900006681.html;;;2026-04-10T17:29:30.846566+00:00
2900006681;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006681;data/raw/html_pocos/2900006681.html;;;2026-04-10T17:29:30.846566+00:00
2900006835;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006835;data/raw/html_pocos/2900006835.html;;;2026-04-10T17:29:31.243762+00:00
2900006835;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006835;data/raw/html_pocos/2900006835.html;;;2026-04-10T17:29:31.243762+00:00
2900006836;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006836;data/raw/html_pocos/2900006836.html;;;2026-04-10T17:29:31.643134+00:00
2900006836;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006836;data/raw/html_pocos/2900006836.html;;;2026-04-10T17:29:31.643134+00:00
2900006837;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006837;data/raw/html_pocos/2900006837.html;;;2026-04-10T17:29:32.041049+00:00
2900006837;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006837;data/raw/html_pocos/2900006837.html;;;2026-04-10T17:29:32.041049+00:00
2900006838;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006838;data/raw/html_pocos/2900006838.html;;;2026-04-10T17:29:32.470512+00:00
2900006838;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006838;data/raw/html_pocos/2900006838.html;;;2026-04-10T17:29:32.470512+00:00
2900006839;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006839;data/raw/html_pocos/2900006839.html;;;2026-04-10T17:29:32.864075+00:00
2900006839;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006839;data/raw/html_pocos/2900006839.html;;;2026-04-10T17:29:32.864075+00:00
2900006840;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006840;data/raw/html_pocos/2900006840.html;;;2026-04-10T17:29:33.260631+00:00
