codigo_ponto;url_detalhe;html_local;imagem_origem_url;imagem_local;updated_at_utc;analises_quimicas__amostra;analises_quimicas__data_da_coleta;analises_quimicas__condutividade_eletrica_s_cm;analises_quimicas__qualidade_da_agua_pt_co;analises_quimicas__sabor_da_agua;analises_quimicas__qualidade_da_agua_odor;analises_quimicas__temperatura_co;analises_quimicas__turbides_ntu;analises_quimicas__solidos_suspensos_mg_l;analises_quimicas__solidos_sedimentaveis_mg_l;analises_quimicas__aspecto_natural;analises_quimicas__parametro;analises_quimicas__unidade
2900033600;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033600;data/raw/html_pocos/2900033600.html;;;2026-04-10T17:27:10.733313+00:00;;;;;;;;;;;;;
2900033600;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033600;data/raw/html_pocos/2900033600.html;;;2026-04-10T17:27:10.733313+00:00;;;;;;;;;;;;;
2900033821;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033821;data/raw/html_pocos/2900033821.html;;;2026-04-10T17:27:11.133706+00:00;FUNASA 54-1003;16/12/2018;132;3.8;;;;;;;;;
2900033821;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033821;data/raw/html_pocos/2900033821.html;;;2026-04-10T17:27:11.133706+00:00;FUNASA 54-1003;16/12/2018;132;3.8;;;;;;;;;
2900033822;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033822;data/raw/html_pocos/2900033822.html;;;2026-04-10T17:27:11.534132+00:00;FUNASA 116-1001;02/09/2020;179;3.5;;;;;;;;;
2900033822;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033822;data/raw/html_pocos/2900033822.html;;;2026-04-10T17:27:11.534132+00:00;FUNASA 116-1001;02/09/2020;179;3.5;;;;;;;;;
2900033823;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033823;data/raw/html_pocos/2900033823.html;;;2026-04-10T17:27:11.935612+00:00;FUNASA 54-1008;13/12/2018;71;3.2;;;;;;;;;
2900033823;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033823;data/raw/html_pocos/2900033823.html;;;2026-04-10T17:27:11.935612+00:00;FUNASA 54-1008;13/12/2018;71;3.2;;;;;;;;;
2900033824;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033824;data/raw/html_pocos/2900033824.html;;;2026-04-10T17:27:12.336901+00:00;FUNASA 54-1006;15/12/2018;118;4.5;;;;;;;;;
2900033824;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033824;data/raw/html_pocos/2900033824.html;;;2026-04-10T17:27:12.336901+00:00;FUNASA 54-1006;15/12/2018;118;4.5;;;;;;;;;
2900033960;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033960;data/raw/html_pocos/2900033960.html;;;2026-04-10T17:27:12.760849+00:00;;;;;;;;;;;;;
2900033960;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033960;data/raw/html_pocos/2900033960.html;;;2026-04-10T17:27:12.760849+00:00;;;;;;;;;;;;;
2900000513;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900000513;data/raw/html_pocos/2900000513.html;;;2026-04-10T17:27:13.154077+00:00;;;;;;;;;;;;;
2900000513;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900000513;data/raw/html_pocos/2900000513.html;;;2026-04-10T17:27:13.154077+00:00;;;;;;;;;;;;;
2900001692;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001692;data/raw/html_pocos/2900001692.html;;;2026-04-10T17:27:13.553870+00:00;;;;;;;;;;;;;
2900001692;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001692;data/raw/html_pocos/2900001692.html;;;2026-04-10T17:27:13.553870+00:00;;;;;;;;;;;;;
2900008338;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900008338;data/raw/html_pocos/2900008338.html;;;2026-04-10T17:27:13.953693+00:00;;;;;;;;;;;;;
2900008338;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900008338;data/raw/html_pocos/2900008338.html;;;2026-04-10T17:27:13.953693+00:00;;;;;;;;;;;;;
2900008339;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900008339;data/raw/html_pocos/2900008339.html;;;2026-04-10T17:27:14.349629+00:00;;;;;;;;;;;;;
2900008339;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900008339;data/raw/html_pocos/2900008339.html;;;2026-04-10T17:27:14.349629+00:00;;;;;;;;;;;;;
