codigo_ponto;bloco;de_m;ate_m;polegadas;milimetros;material;diametro_pol;diametro_mm;ranhura
2900005892;diametro;5;72;6;152.4000;;;;
2900005892;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900005892;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900022738;diametro;0;8;8;203.2000;;;;
2900022738;diametro;8;90;6;152.4000;;;;
2900022738;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900022738;espaco_anular;0;8;;;Material da forma̤̣o;;;
2900022739;diametro;0;5;8;203.2000;;;;
2900022739;diametro;5;90;6;152.4000;;;;
2900022739;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900022739;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900022740;diametro;0;5.3;8;203.2000;;;;
2900022740;diametro;5.3;90;6;152.4000;;;;
2900022740;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900022740;espaco_anular;0.5;5.3;;;Pre-filtro;;;
2900022741;diametro;0;9.5;8;203.2000;;;;
2900022741;diametro;9.5;120;6;152.4000;;;;
2900022741;revestimento;0;9.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900022741;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900022741;espaco_anular;0.5;9.5;;;Material da forma̤̣o;;;
2900023666;diametro;0;5.2;8;203.2000;;;;
2900023666;diametro;5.2;90;6;152.4000;;;;
2900023666;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900023666;espaco_anular;0;2;;;Material da forma̤̣o;;;
2900023666;espaco_anular;2;5.2;;;Material da forma̤̣o;;;
2900024319;diametro;0;20;8;203.2000;;;;
2900024319;diametro;20;120;6;152.4000;;;;
2900024319;revestimento;0;20;;;A̤o sem costura com rosca e luva;6;152.4;
2900024319;espaco_anular;0;20;;;Material da forma̤̣o;;;
2900024335;diametro;0;5.5;8;203.2000;;;;
2900024335;diametro;5.5;80;6;152.4000;;;;
2900024335;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900024335;espaco_anular;0;5.5;;;Material da forma̤̣o;;;
2900026290;diametro;0;16.6;8;203.2000;;;;
2900026290;diametro;16.6;70;6;152.4000;;;;
2900026290;revestimento;0;14;;;A̤o sem costura com rosca e luva;6;152.4;
2900026290;revestimento;14;16.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900026290;filtro;14;16;;;A̤o sem costura com rosca e luva;6;152.4;0
2900026290;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900026290;espaco_anular;1;16.6;;;Pre-filtro;;;
2900027016;diametro;0;24;8;203.2000;;;;
2900027016;diametro;24;114;6;152.4000;;;;
2900027016;revestimento;0;24;;;A̤o sem costura com rosca e luva;6;152.4;
2900027268;diametro;0;24.5;8;203.2000;;;;
2900027268;diametro;24.5;100;6;152.4000;;;;
2900027268;revestimento;0;24.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900027271;diametro;0;41;8;203.2000;;;;
2900027271;diametro;41;100;6;152.4000;;;;
2900027271;revestimento;0;41;;;A̤o sem costura com rosca e luva;6;152.4;
2900030852;diametro;0;18;8;203.2000;;;;
2900030852;diametro;18;120;6;152.4000;;;;
2900030852;revestimento;0;18;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900030852;espaco_anular;0;18;;;Material da forma̤̣o;;;
2900030853;diametro;0;12;8;203.2000;;;;
2900030853;diametro;12;150;6;152.4000;;;;
2900030853;revestimento;0;12;;;A̤o galvanizado sem rosca e luva;6;152.4;
2900030853;espaco_anular;0;12;;;Material da forma̤̣o;;;
2900001172;diametro;0;2.5;8;203.2000;;;;
2900001172;diametro;2.5;41;8;203.2000;;;;
2900006638;diametro;0;5.5;8;203.2000;;;;
2900006638;diametro;5.5;40;6;152.4000;;;;
2900006638;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006638;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006639;diametro;0;5.2;8;203.2000;;;;
2900006639;diametro;5.2;61;6;152.4000;;;;
2900006639;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900006639;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900006640;diametro;0;5;8;203.2000;;;;
2900006640;diametro;5;40;6;152.4000;;;;
2900006640;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006640;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006641;diametro;0;11.2;8;203.2000;;;;
2900006641;diametro;11.2;40;6;152.4000;;;;
2900006641;revestimento;0;11.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900006641;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006642;diametro;0;14;8;203.2000;;;;
2900006642;diametro;14;80;6;152.4000;;;;
2900006642;revestimento;0;14;;;A̤o sem costura com rosca e luva;6;152.4;
2900006642;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006643;diametro;0;5.2;8;203.2000;;;;
2900006643;diametro;5.2;41;6;152.4000;;;;
2900006643;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900006643;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006644;diametro;0;8;8;203.2000;;;;
2900006644;diametro;8;80;6;152.4000;;;;
2900006644;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900006644;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006645;diametro;0;5;8;203.2000;;;;
2900006645;diametro;5;80;6;152.4000;;;;
2900006645;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006645;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006646;diametro;0;5;8;203.2000;;;;
2900006646;diametro;5;90;6;152.4000;;;;
2900006646;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006646;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006647;diametro;0;7;8;203.2000;;;;
2900006647;diametro;7;80;6;152.4000;;;;
2900006647;revestimento;0;7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006647;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006648;diametro;0;5;8;203.2000;;;;
2900006648;diametro;5;70;6;152.4000;;;;
2900006648;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006648;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006649;diametro;0;5;8;203.2000;;;;
2900006649;diametro;5;70;6;152.4000;;;;
2900006649;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006649;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006650;diametro;0;5.6;8;203.2000;;;;
2900006650;diametro;5.6;63;6;152.4000;;;;
2900006650;revestimento;0;5.6;;;A̤o sem costura com rosca e luva;6;152.4;
2900006650;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900006651;diametro;0;17;8;203.2000;;;;
2900006651;diametro;17;120;6;152.4000;;;;
2900006651;revestimento;0;17;;;A̤o sem costura com rosca e luva;6;152.4;
2900006651;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006652;diametro;0;11;8;203.2000;;;;
2900006652;diametro;11;120;6;152.4000;;;;
2900006652;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006652;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006653;diametro;0;18;8;203.2000;;;;
2900006653;diametro;18;120;6;152.4000;;;;
2900006653;revestimento;0;18;;;A̤o sem costura com rosca e luva;6;152.4;
2900006653;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006654;diametro;0;11;8;203.2000;;;;
2900006654;diametro;11;120;6;152.4000;;;;
2900006654;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006654;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006655;diametro;0;12;8;203.2000;;;;
2900006655;diametro;12;92;6;152.4000;;;;
2900006655;revestimento;0;12;;;A̤o sem costura com rosca e luva;6;152.4;
2900006655;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006656;diametro;0;8;8;203.2000;;;;
2900006656;diametro;8;80;6;152.4000;;;;
2900006656;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900006657;diametro;0;12;8;203.2000;;;;
2900006657;diametro;12;69;6;152.4000;;;;
2900006657;revestimento;0;12;;;A̤o sem costura com rosca e luva;6;152.4;
2900006657;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900006658;diametro;0;5.3;8;203.2000;;;;
2900006658;diametro;5.3;66;6;152.4000;;;;
2900006658;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900006658;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900006659;diametro;0;17.2;8;203.2000;;;;
2900006659;diametro;17.2;70;6;152.4000;;;;
2900006659;revestimento;0;17.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006659;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900006660;diametro;0;5.6;8;203.2000;;;;
2900006660;diametro;5.6;76;6;152.4000;;;;
2900006660;revestimento;0;5.6;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006660;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006661;diametro;0;7;8;203.2000;;;;
2900006661;diametro;7;70;6;152.4000;;;;
2900006661;revestimento;0;6.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006661;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900006662;diametro;0;5;8;203.2000;;;;
2900006662;diametro;5;70;6;152.4000;;;;
2900006662;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006662;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006663;diametro;0;27;8;203.2000;;;;
2900006663;diametro;27;111;6;152.4000;;;;
2900006663;revestimento;0;27;;;A̤o sem costura com rosca e luva;6;152.4;
2900006663;espaco_anular;0;2.4;;;Cimenta̤̣o;;;
2900006664;diametro;0;29.1;10;254.0000;;;;
2900006664;diametro;29.1;30.3;8;203.2000;;;;
2900006664;diametro;30.3;72;6;152.4000;;;;
2900006664;revestimento;0;29.1;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006664;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900006665;diametro;0;17;8;203.2000;;;;
2900006665;diametro;17;84;6;152.4000;;;;
2900006665;revestimento;0;17;;;A̤o sem costura com rosca e luva;6;152.4;
2900006665;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006666;diametro;0;29.2;8;203.2000;;;;
2900006666;diametro;29.2;74;6;152.4000;;;;
2900006666;revestimento;0;29.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006666;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006667;diametro;0;5.5;8;203.2000;;;;
2900006667;diametro;5.5;78;6;152.4000;;;;
2900006667;revestimento;0;5.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006667;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900006668;diametro;0;5.1;8;203.2000;;;;
2900006668;diametro;5.1;70;6;152.4000;;;;
2900006668;revestimento;0;5.1;;;A̤o sem costura com rosca e luva;6;152.4;
2900006668;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006669;diametro;0;5;8;203.2000;;;;
2900006669;diametro;5;50;6;152.4000;;;;
2900006669;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006669;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006670;diametro;0;5;8;203.2000;;;;
2900006670;diametro;5;60;6;152.4000;;;;
2900006670;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006671;diametro;0;6;8;203.2000;;;;
2900006671;diametro;6;80;6;152.4000;;;;
2900006671;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900006672;diametro;0;12.4;8;203.2000;;;;
2900006672;diametro;12.4;70;6;152.4000;;;;
2900006672;revestimento;0;12.4;;;A̤o sem costura com rosca e luva;6;152.4;
2900006672;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006673;diametro;0;5.5;8;203.2000;;;;
2900006673;diametro;5.5;80;6;152.4000;;;;
2900006673;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006673;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006674;diametro;0;5.3;8;203.2000;;;;
2900006674;diametro;5.3;90;6;152.4000;;;;
2900006674;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900006674;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006675;diametro;0;17.3;8;203.2000;;;;
2900006675;diametro;17.3;99;6;152.4000;;;;
2900006675;revestimento;0;17.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900006675;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900006676;diametro;0;3;8;203.2000;;;;
2900006676;diametro;3;80;6;152.4000;;;;
2900006676;revestimento;0;3;;;A̤o sem costura com rosca e luva;6;152.4;
2900006676;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006677;diametro;0;5;8;203.2000;;;;
2900006677;diametro;5;80;6;152.4000;;;;
2900006678;diametro;0;11;8;203.2000;;;;
2900006678;diametro;11;150;6;152.4000;;;;
2900006678;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006678;espaco_anular;0;1.4;;;Cimenta̤̣o;;;
2900006679;diametro;0;5;8;203.2000;;;;
2900006679;diametro;5;120;6;152.4000;;;;
2900006679;revestimento;0;6;;;A̤o galvanizado com rosca e luva;6;152.4;
2900006680;diametro;0;9;8;203.2000;;;;
2900006680;diametro;9;150;6;152.4000;;;;
2900006680;revestimento;0;9;;;A̤o sem costura com rosca e luva;6;152.4;
2900006680;espaco_anular;0;1.4;;;Cimenta̤̣o;;;
2900006681;diametro;0;5;8;203.2000;;;;
2900006681;diametro;5;150;6;152.4000;;;;
2900006681;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006681;espaco_anular;0;1.4;;;Cimenta̤̣o;;;
2900006835;diametro;0;11;8;203.2000;;;;
2900006835;diametro;11;70;6;152.4000;;;;
2900006835;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006835;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006836;diametro;0;5;8;203.2000;;;;
2900006836;diametro;5;150;6;152.4000;;;;
2900006836;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006836;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006837;diametro;0;5;8;203.2000;;;;
2900006837;diametro;5;150;6;152.4000;;;;
2900006837;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006837;espaco_anular;0;1.4;;;Cimenta̤̣o;;;
2900006838;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006838;espaco_anular;0;1.4;;;Cimenta̤̣o;;;
2900006839;diametro;0;5.5;8;203.2000;;;;
2900006839;diametro;5.5;70;6;152.4000;;;;
2900006839;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006839;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900006840;diametro;0;5.2;8;203.2000;;;;
2900006840;diametro;5.2;70;6;152.4000;;;;
2900006840;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900006841;diametro;0;11;8;203.2000;;;;
2900006841;diametro;11;133;6;152.4000;;;;
2900006841;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900006841;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900006842;diametro;0;5;8;203.2000;;;;
2900006842;diametro;5;70;6;152.4000;;;;
2900006842;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006842;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006848;diametro;0;5;8;203.2000;;;;
2900006848;diametro;5;70;6;152.4000;;;;
2900006848;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900006848;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900009601;diametro;0;5.2;8;203.2000;;;;
2900009601;diametro;5.2;70;6;152.4000;;;;
2900009601;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900013347;diametro;0;5.5;8;203.2000;;;;
2900013347;diametro;5.5;93;6;152.4000;;;;
2900013347;revestimento;0;5.3;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013348;diametro;0;5.3;8;203.2000;;;;
2900013348;diametro;5.3;70;6;152.4000;;;;
2900013348;revestimento;0;5.3;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013349;diametro;0;5.2;8;203.2000;;;;
2900013349;diametro;5.2;80;6;152.4000;;;;
2900013349;revestimento;0;5.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013350;diametro;0;10;8;203.2000;;;;
2900013350;diametro;10;120;6;152.4000;;;;
2900013350;revestimento;0;10;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013351;diametro;0;5.3;12;304.8000;;;;
2900013351;diametro;5.3;20;10;254.0000;;;;
2900013351;diametro;20;26.5;8;203.2000;;;;
2900013351;diametro;26.5;110;6;152.4000;;;;
2900013351;revestimento;0;26.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013352;diametro;0;6;12;304.8000;;;;
2900013352;diametro;6;68;10;254.0000;;;;
2900013352;diametro;68;120;6;152.4000;;;;
2900013352;revestimento;0;68.7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013352;espaco_anular;0;68;;;Material da forma̤̣o;;;
2900013354;diametro;0;11;17;431.8000;;;;
2900013354;diametro;11;30;14;355.6000;;;;
2900013354;diametro;30;45;12;304.8000;;;;
2900013354;diametro;45;48;10;254.0000;;;;
2900013354;revestimento;0;38;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013354;filtro;0;12;;;A̤o galvanizado com rosca e luva;6;152.4;0
2900013354;filtro;0;11;;;A̤o galvanizado sem rosca e luva;6;152.4;0
2900013354;filtro;16;18;;;A̤o galvanizado com rosca e luva;6;152.4;0
2900013354;filtro;26;30;;;A̤o galvanizado com rosca e luva;6;152.4;0
2900013354;filtro;38;44;;;A̤o galvanizado com rosca e luva;6;152.4;0
2900013354;espaco_anular;0;0.3;;;Cimenta̤̣o;;;
2900013354;espaco_anular;0.3;48;;;Pre-filtro;;;
2900013356;diametro;0;5;8;203.2000;;;;
2900013356;diametro;5;90;6;152.4000;;;;
2900013356;revestimento;0;6;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013356;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900013357;diametro;0;17;8;203.2000;;;;
2900013357;diametro;17;150;6;152.4000;;;;
2900013357;revestimento;0;18;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013357;espaco_anular;0;18;;;Material da forma̤̣o;;;
2900013358;diametro;0;17;8;203.2000;;;;
2900013358;diametro;17;150;6;152.4000;;;;
2900013358;revestimento;0;18;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013358;espaco_anular;0;16;;;Material da forma̤̣o;;;
2900013359;diametro;0;6;8;203.2000;;;;
2900013359;diametro;6;150;6;152.4000;;;;
2900013359;revestimento;0;7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013359;espaco_anular;0;6;;;Material da forma̤̣o;;;
2900013360;diametro;0;11;8;203.2000;;;;
2900013360;diametro;11;150;6;152.4000;;;;
2900013360;revestimento;0;12;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013360;espaco_anular;0;12.6;;;Material da forma̤̣o;;;
2900013361;diametro;0;23;8;203.2000;;;;
2900013361;diametro;23;100;6;152.4000;;;;
2900013361;revestimento;0;24;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013361;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900013361;espaco_anular;1;24.5;;;Material da forma̤̣o;;;
2900013362;diametro;0;11;8;203.2000;;;;
2900013362;diametro;11;150;6;152.4000;;;;
2900013362;revestimento;0;12;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013362;espaco_anular;0;0.7;;;Cimenta̤̣o;;;
2900013362;espaco_anular;0.7;6.3;;;Material da forma̤̣o;;;
2900013363;diametro;0;4.8;8;203.2000;;;;
2900013363;diametro;4.8;70;6;152.4000;;;;
2900013363;revestimento;0;6;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013363;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900013363;espaco_anular;0.8;6;;;Material da forma̤̣o;;;
2900013364;diametro;0;35;8;203.2000;;;;
2900013364;diametro;35;150;6;152.4000;;;;
2900013364;revestimento;0;35;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013365;diametro;0;19;8;203.2000;;;;
2900013365;diametro;19;115;6;152.4000;;;;
2900013365;revestimento;0;19;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013366;diametro;0;11;8;203.2000;;;;
2900013366;diametro;11;67;6;152.4000;;;;
2900013366;revestimento;0;11;;;A̤o galvanizado com rosca e luva;6;152.4;
2900013553;diametro;0;100;8;203.2000;;;;
2900013553;revestimento;0;80;;;Plastico geomecanico;6;152.4;
2900013553;filtro;80;100;;;Plastico geomecanico;6;152.4;0
2900013555;diametro;0;60;8;203.2000;;;;
2900013555;diametro;60;100;6;152.4000;;;;
2900013555;revestimento;0;40;;;Plastico geomecanico;6;152.4;
2900013555;filtro;40;60;;;Plastico geomecanico;6;152.4;0
2900014295;diametro;0;8;8;203.2000;;;;
2900014295;diametro;8;132;6;152.4000;;;;
2900014295;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900014296;diametro;0;5.2;8;203.2000;;;;
2900014296;diametro;5.2;47.5;6;152.4000;;;;
2900014296;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900014296;espaco_anular;0;5.2;;;Material da forma̤̣o;;;
2900014298;diametro;0;11.1;10;254.0000;;;;
2900014298;diametro;11.1;108;6;152.4000;;;;
2900014298;revestimento;0;11.1;;;A̤o sem costura com rosca e luva;6;152.4;
2900014299;diametro;0;8;10;254.0000;;;;
2900014299;diametro;8;120;6;152.4000;;;;
2900014299;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900014299;espaco_anular;0;3;;;Material da forma̤̣o;;;
2900014300;diametro;0;5;8;203.2000;;;;
2900014300;diametro;5;68;6;152.4000;;;;
2900014300;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900014300;espaco_anular;0;5;;;Material da forma̤̣o;;;
2900014301;diametro;0;6;8;203.2000;;;;
2900014301;diametro;6;80;6;152.4000;;;;
2900014301;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900014303;diametro;0;17;8;203.2000;;;;
2900014303;diametro;17;120;6;152.4000;;;;
2900014303;revestimento;0;17;;;A̤o sem costura com rosca e luva;6;152.4;
2900014303;espaco_anular;0;17;;;Pre-filtro;;;
2900014322;diametro;0;48;10;254.0000;;;;
2900014322;revestimento;0;7.5;;;A̤o galvanizado com rosca e luva;10;254;
2900014323;diametro;0;5.2;10;254.0000;;;;
2900014323;diametro;5.2;90;6;152.4000;;;;
2900014323;revestimento;0;5.2;;;A̤o sem costura com rosca e luva;6;152.4;
2900014323;espaco_anular;0;5.2;;;Material da forma̤̣o;;;
2900014324;diametro;0;23.5;8;203.2000;;;;
2900014324;diametro;23.5;102;6;152.4000;;;;
2900014324;revestimento;0;23.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900020602;diametro;0;12;8;203.2000;;;;
2900020602;diametro;12;100;6;152.4000;;;;
2900020602;revestimento;0;12;;;Nao especificado;6;152.4;
2900020602;espaco_anular;0;12;;;Material da forma̤̣o;;;
2900022071;diametro;0;5.2;8;203.2000;;;;
2900022071;diametro;5.2;100;6;152.4000;;;;
2900022071;revestimento;0;5.2;;;A̤o com costura;6;152.4;
2900022239;diametro;0;5.3;8;203.2000;;;;
2900022239;diametro;5.3;90;6;152.4000;;;;
2900022239;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022239;espaco_anular;0;5.3;;;Material da forma̤̣o;;;
2900022240;diametro;0;17;8;203.2000;;;;
2900022240;diametro;17;120;6;152.4000;;;;
2900022240;revestimento;0;18;;;A̤o sem costura com rosca e luva;6;152.4;
2900022240;espaco_anular;0;17;;;Material da forma̤̣o;;;
2900022241;diametro;0;4;8;203.2000;;;;
2900022241;diametro;4;114;6;152.4000;;;;
2900022241;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022241;espaco_anular;0;4;;;Material da forma̤̣o;;;
2900022242;diametro;0;15;10;254.0000;;;;
2900022242;diametro;15;90;6;152.4000;;;;
2900022242;revestimento;0;16;;;A̤o sem costura com rosca e luva;6;152.4;
2900022242;espaco_anular;0;15;;;Material da forma̤̣o;;;
2900022243;diametro;0;13;10;254.0000;;;;
2900022243;diametro;13;120;6;152.4000;;;;
2900022243;revestimento;0;14;;;A̤o sem costura com rosca e luva;6;152.4;
2900022243;espaco_anular;0;13;;;Material da forma̤̣o;;;
2900022244;diametro;0;11.5;10;254.0000;;;;
2900022244;diametro;11.5;84;6;152.4000;;;;
2900022244;revestimento;0;12.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900022244;espaco_anular;0;11.5;;;Material da forma̤̣o;;;
2900022245;diametro;0;19;10;254.0000;;;;
2900022245;diametro;19;80;6;152.4000;;;;
2900022245;revestimento;0;19.8;;;A̤o sem costura com rosca e luva;6;152.4;
2900022245;espaco_anular;0;19;;;Material da forma̤̣o;;;
2900023837;diametro;0;8;8;203.2000;;;;
2900023837;diametro;8;110;6;152.4000;;;;
2900023837;revestimento;0;8;;;A̤o sem costura com rosca e luva;6;152.4;
2900023837;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900023837;espaco_anular;1;8;;;Material da forma̤̣o;;;
2900023838;diametro;0;6;8;203.2000;;;;
2900023838;diametro;6;80;6;152.4000;;;;
2900023838;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900023838;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900023838;espaco_anular;1;6;;;Material da forma̤̣o;;;
2900023839;diametro;0;25;8;203.2000;;;;
2900023839;diametro;25;90;6;152.4000;;;;
2900023839;revestimento;0;25;;;A̤o sem costura com rosca e luva;6;152.4;
2900023839;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900023839;espaco_anular;1;25;;;Material da forma̤̣o;;;
2900023840;diametro;0;22;8;203.2000;;;;
2900023840;diametro;22;90;6;152.4000;;;;
2900023840;revestimento;0;22;;;A̤o sem costura com rosca e luva;6;152.4;
